date,group,subscribers,source
2026-03-18,BABYMONSTER,11400000,daily
2026-03-18,MADEIN,192000,daily
2026-03-18,VIVIZ,742000,daily
2026-03-18,Tracer,3630,daily
2026-03-18,TWICE,19100000,daily
2026-03-18,NewJeans,8300000,daily
2026-03-18,UNIS,828000,daily
2026-03-18,izna,1980000,daily
2026-03-18,TRI.BE,645000,daily
2026-03-18,NMIXX,4130000,daily
2026-03-18,RESCENE,310000,daily
2026-03-18,LE SSERAFIM,7060000,daily
2026-03-18,Kep1er,2520000,daily
2026-03-18,WJSN,320000,daily
2026-03-18,BEWAVE,216000,daily
2026-03-18,MEOVV,1150000,daily
2026-03-18,Dreamcatcher,1780000,daily
2026-03-18,STAYC,1830000,daily
2026-03-18,ITZY,9760000,daily
2026-03-18,YOUNG POSSE,350000,daily
2026-03-18,BADVILLAIN,172000,daily
2026-03-18,QWER,1310000,daily
2026-03-18,ARTMS,1040000,daily
2026-03-18,CSR,135000,daily
2026-03-18,ADYA,15600,daily
2026-03-18,Candy Shop,33300,daily
2026-03-18,tripleS,2920000,daily
2026-03-18,i-dle,9620000,daily
2026-03-18,ILY:1,167000,daily
2026-03-18,fromis_9,1290000,daily
2026-03-18,Red Velvet,5550000,daily
2026-03-18,aespa,8250000,daily
2026-03-18,WOOAH,413000,daily
2026-03-18,SMN,476000,daily
2026-03-18,CLASS:y,331000,daily
2026-03-18,ARTBEAT v,5000000,daily
2026-03-18,Weeekly,417000,daily
2026-03-18,IRISÉ,89000,daily
2026-03-18,SEVENTEEN,16800000,daily
2026-03-18,ODD YOUTH,28600,daily
2026-03-18,TEMPEST,510000,daily
2026-03-18,W!TCHX,8450,daily
2026-03-18,SF9,997000,daily
2026-03-18,ZEROBASEONE,2100000,daily
2026-03-18,PENTAGON,1670000,daily
2026-03-18,CRAXY,238000,daily
2026-03-18,PRIMROSE,133000,daily
2026-03-18,NCT 127,5630000,daily
2026-03-18,LOVEONE,22500,daily
2026-03-18,Geenius,40200,daily
2026-03-18,UNICODE,1020,daily
2026-03-18,MONSTA X,2600000,daily
2026-03-18,We;Na,26800,daily
2026-03-18,TWS,1740000,daily
2026-03-18,RIIZE,1980000,daily
2026-03-18,Hearts2Hearts,1870000,daily
2026-03-18,ASTRO,5520000,daily
2026-03-18,ALLDAY PROJECT,1090000,daily
2026-03-18,SPIA,2180,daily
2026-03-18,Burvey,64300,daily
2026-03-18,UDTT,107000,daily
2026-03-18,NCT DREAM,7050000,daily
2026-03-18,Ikon,8670000,daily
2026-03-18,TXT,13300000,daily
2026-03-18,KiiiKiii,379000,daily
2026-03-18,BOYNEXTDOOR,2200000,daily
2026-03-18,Stray Kids,23200000,daily
2026-03-18,ENHYPEN,13500000,daily
2026-03-18,I:MOND,15800,daily
2026-03-18,PLAVE,1140000,daily
2026-03-18,AB6IX,503000,daily
2026-03-18,USPEER,30000,daily
2026-03-18,ifeye,277000,daily
2026-03-18,Loossemble,233000,daily
2026-03-18,THE BOYZ,2260000,daily
2026-03-18,KIIRAS,142000,daily
2026-03-18,TREASURE,7910000,daily
2026-03-18,BTS,82500000,daily
2026-03-18,P1Harmony,1660000,daily
2026-03-18,VVS,64400,daily
2026-03-18,SMORZ,138000,daily
2026-03-18,ablume,94200,daily
2026-03-18,Baby DONT Cry,168000,daily
2026-03-18,AtHeart,1380000,daily
2026-03-18,HITGS,64900,daily
2026-03-18,SECRET NUMBER,1600000,daily
2026-03-18,Xdinary Heroes,1210000,daily
2026-03-18,LUN8,941000,daily
2026-03-18,NOMAD,60600,daily
2026-03-18,The KingDom,382000,daily
2026-03-18,TIOT,85000,daily
2026-03-18,NCHIVE,81700,daily
2026-03-18,BLITZERS,218000,daily
2026-03-18,AIMERS,61200,daily
2026-03-18,xikers,936000,daily
2026-03-18,WHIB,647000,daily
2026-03-18,MIRAE,395000,daily
2026-03-18,ONEUS,1590000,daily
2026-03-18,ONE PACT,154000,daily
2026-03-18,VANNER,99900,daily
2026-03-18,BAE173,251000,daily
2026-03-18,XODIAC,709000,daily
2026-03-18,YOUNITE,122000,daily
2026-03-18,"Golden Child, GNCD",379000,daily
2026-03-18,n.SSign,96500,daily
2026-03-18,THE NEW SIX,807000,daily
2026-03-18,8TURN,1270000,daily
2026-03-18,ARrC,413000,daily
2026-03-18,ATBO,180000,daily
2026-03-18,TRENDZ,187000,daily
2026-03-18,WEi,696000,daily
2026-03-18,OMEGA X,392000,daily
2026-03-18,MCND,377000,daily
2026-03-18,ALL(H)OURS,348000,daily
2026-03-18,CRAVITY,869000,daily
2026-03-18,ONF,277000,daily
2026-03-18,WAKER,78300,daily
2026-03-18,FANTASY BOYS,74600,daily
2026-03-18,The Wind,737000,daily
2026-03-18,ATEEZ,4840000,daily
2026-03-18,DKB,217000,daily
2026-03-18,CIX,1010000,daily
2026-03-18,KickFlip,628000,daily
2026-03-18,AMPERS&ONE,318000,daily
2026-03-18,NouerA,213000,daily
2026-03-18,NINE.i,238000,daily
2026-03-18,DRIPPIN,513000,daily
2026-03-18,EPEX,555000,daily
2026-03-18,NOWZ,166000,daily
2026-03-18,EVNNE,649000,daily
2026-03-18,SEVENUS,22600,daily
2026-03-18,82MAJOR,526000,daily
2026-03-18,DXMON,64100,daily
2026-03-18,POW,184000,daily
2026-03-18,DAY6,2280000,daily
2026-03-18,NEXZ,489000,daily
2026-03-18,E'LAST,284000,daily
2026-03-18,EASTSHINE,42600,daily
2026-03-18,NAZE,1820,daily
2026-03-18,Dragon Pony,38100,daily
2026-03-18,BE BOYS,11800,daily
2026-03-18,idntt,823000,daily
2026-03-18,AM8IC,10800,daily
2026-03-18,HAWW,53000,daily
2026-03-18,NEWBEAT,89100,daily
2026-03-18,ALPHA DRIVE ONE,687000,daily
2026-03-18,CLOSE YOUR EYES,689000,daily
2026-03-18,WATERFIRE,5470,daily
2026-03-18,AEONIT,19600,daily
2026-03-18,PICKUS,8480,daily
2026-03-18,DayChild,3700,daily
2026-03-18,ALLDAY PROJECT,1090000,daily
2026-03-18,B.D.U,34900,daily
2026-03-18,LNGSHOT,1150000,daily
2026-03-18,YUHZ,17400,daily
2026-03-18,ASC2NT,94100,daily
2026-03-18,XLOV,1010000,daily
2026-03-18,AHOF,542000,daily
2026-03-18,IDID,134000,daily
2026-03-18,AxMxP,314000,daily
2026-03-18,CORTIS,3320000,daily
2026-03-19,BADVILLAIN,172000,daily
2026-03-19,STAYC,1830000,daily
2026-03-19,TRI.BE,645000,daily
2026-03-19,YOUNG POSSE,350000,daily
2026-03-19,CSR,135000,daily
2026-03-19,aespa,8250000,daily
2026-03-19,Candy Shop,33300,daily
2026-03-19,ITZY,9760000,daily
2026-03-19,ADYA,15600,daily
2026-03-19,BABYMONSTER,11400000,daily
2026-03-19,BLACKPINK,100000000,daily
2026-03-19,Billlie,750000,daily
2026-03-19,NMIXX,4130000,daily
2026-03-19,Tracer,3630,daily
2026-03-19,ARTBEAT v,5000000,daily
2026-03-19,H1-KEY,426000,daily
2026-03-19,TWICE,19100000,daily
2026-03-19,CLASS:y,331000,daily
2026-03-19,Weeekly,417000,daily
2026-03-19,i-dle,9620000,daily
2026-03-19,izna,1980000,daily
2026-03-19,RESCENE,310000,daily
2026-03-19,ARTMS,1040000,daily
2026-03-19,MEOVV,1150000,daily
2026-03-19,FIFTY FIFTY,2160000,daily
2026-03-19,ILY:1,167000,daily
2026-03-19,UNIS,828000,daily
2026-03-19,Kep1er,2520000,daily
2026-03-19,BEWAVE,216000,daily
2026-03-19,BLACKSWAN,903000,daily
2026-03-19,MADEIN,192000,daily
2026-03-19,Rocket Punch,200000,daily
2026-03-19,IVE,4930000,daily
2026-03-19,Dreamcatcher,1780000,daily
2026-03-19,LE SSERAFIM,7060000,daily
2026-03-19,OH MY GIRL,1050000,daily
2026-03-19,KISS OF LIFE,2020000,daily
2026-03-19,NewJeans,8310000,daily
2026-03-19,SMN,476000,daily
2026-03-19,IRRIS,48700,daily
2026-03-19,tripleS,2920000,daily
2026-03-19,Red Velvet,5550000,daily
2026-03-19,fromis_9,1290000,daily
2026-03-19,VIVIZ,742000,daily
2026-03-19,WOOAH,413000,daily
2026-03-19,QWER,1310000,daily
2026-03-19,WJSN,320000,daily
2026-03-19,ICHILLIN',109000,daily
2026-03-19,ILLIT,3760000,daily
2026-03-19,PURPLE KISS,700000,daily
2026-03-19,Baby DONT Cry,168000,daily
2026-03-19,SECRET NUMBER,1600000,daily
2026-03-19,ODD YOUTH,28800,daily
2026-03-19,THE BOYZ,2260000,daily
2026-03-19,SF9,997000,daily
2026-03-19,Stray Kids,23300000,daily
2026-03-19,We;Na,26800,daily
2026-03-19,KiiiKiii,381000,daily
2026-03-19,Ikon,8670000,daily
2026-03-19,W!TCHX,8450,daily
2026-03-19,IRISÉ,89200,daily
2026-03-19,Loossemble,233000,daily
2026-03-19,SMORZ,138000,daily
2026-03-19,PENTAGON,1670000,daily
2026-03-19,ASTRO,5520000,daily
2026-03-19,P1Harmony,1660000,daily
2026-03-19,AtHeart,1390000,daily
2026-03-19,LOVEONE,22500,daily
2026-03-19,VVS,64400,daily
2026-03-19,HITGS,64900,daily
2026-03-19,Hearts2Hearts,1880000,daily
2026-03-19,NCT 127,5630000,daily
2026-03-19,ALLDAY PROJECT,1090000,daily
2026-03-19,SEVENTEEN,16800000,daily
2026-03-19,RIIZE,1980000,daily
2026-03-19,MONSTA X,2600000,daily
2026-03-19,Burvey,64300,daily
2026-03-19,KIIRAS,142000,daily
2026-03-19,TREASURE,7910000,daily
2026-03-19,TWS,1740000,daily
2026-03-19,Geenius,40300,daily
2026-03-19,TEMPEST,510000,daily
2026-03-19,AB6IX,503000,daily
2026-03-19,ifeye,277000,daily
2026-03-19,BOYNEXTDOOR,2200000,daily
2026-03-19,ablume,94200,daily
2026-03-19,SPIA,2180,daily
2026-03-19,NCT DREAM,7050000,daily
2026-03-19,UDTT,107000,daily
2026-03-19,I:MOND,15800,daily
2026-03-19,TXT,13300000,daily
2026-03-19,UNICODE,1020,daily
2026-03-19,Xdinary Heroes,1210000,daily
2026-03-19,PLAVE,1140000,daily
2026-03-19,ZEROBASEONE,2100000,daily
2026-03-19,BTS,82500000,daily
2026-03-19,ENHYPEN,13500000,daily
2026-03-19,PRIMROSE,133000,daily
2026-03-19,CRAXY,238000,daily
2026-03-19,USPEER,30000,daily
2026-03-19,DXMON,64100,daily
2026-03-19,NOWZ,166000,daily
2026-03-19,XODIAC,709000,daily
2026-03-19,CIX,1010000,daily
2026-03-19,ATEEZ,4840000,daily
2026-03-19,TRENDZ,187000,daily
2026-03-19,AMPERS&ONE,318000,daily
2026-03-19,SEVENUS,22600,daily
2026-03-19,EPEX,555000,daily
2026-03-19,NEXZ,489000,daily
2026-03-19,NINE.i,238000,daily
2026-03-19,WHIB,647000,daily
2026-03-19,DRIPPIN,513000,daily
2026-03-19,NouerA,213000,daily
2026-03-19,AIMERS,61200,daily
2026-03-19,LUN8,942000,daily
2026-03-19,CRAVITY,870000,daily
2026-03-19,8TURN,1270000,daily
2026-03-19,VANNER,99900,daily
2026-03-19,The KingDom,381000,daily
2026-03-19,NOMAD,60600,daily
2026-03-19,THE NEW SIX,807000,daily
2026-03-19,OMEGA X,392000,daily
2026-03-19,ATBO,180000,daily
2026-03-19,ALL(H)OURS,348000,daily
2026-03-19,YOUNITE,122000,daily
2026-03-19,"Golden Child, GNCD",379000,daily
2026-03-19,82MAJOR,526000,daily
2026-03-19,NCHIVE,81800,daily
2026-03-19,BLITZERS,218000,daily
2026-03-19,MCND,377000,daily
2026-03-19,n.SSign,96500,daily
2026-03-19,ONE PACT,154000,daily
2026-03-19,DKB,217000,daily
2026-03-19,FANTASY BOYS,74600,daily
2026-03-19,The Wind,736000,daily
2026-03-19,ONF,277000,daily
2026-03-19,POW,184000,daily
2026-03-19,KickFlip,629000,daily
2026-03-19,BAE173,251000,daily
2026-03-19,ARrC,413000,daily
2026-03-19,TIOT,85000,daily
2026-03-19,MIRAE,395000,daily
2026-03-19,DAY6,2280000,daily
2026-03-19,EVNNE,649000,daily
2026-03-19,WEi,696000,daily
2026-03-19,ONEUS,1590000,daily
2026-03-19,WAKER,78300,daily
2026-03-19,xikers,938000,daily
2026-03-19,E'LAST,284000,daily
2026-03-19,idntt,823000,daily
2026-03-19,EASTSHINE,42600,daily
2026-03-19,LNGSHOT,1150000,daily
2026-03-19,ALLDAY PROJECT,1090000,daily
2026-03-19,Dragon Pony,38200,daily
2026-03-19,BE BOYS,11800,daily
2026-03-19,ASC2NT,94100,daily
2026-03-19,AxMxP,314000,daily
2026-03-19,NEWBEAT,89200,daily
2026-03-19,WATERFIRE,5470,daily
2026-03-19,ALPHA DRIVE ONE,688000,daily
2026-03-19,CLOSE YOUR EYES,690000,daily
2026-03-19,NAZE,1830,daily
2026-03-19,YUHZ,17400,daily
2026-03-19,DayChild,3700,daily
2026-03-19,AM8IC,10800,daily
2026-03-19,HAWW,53000,daily
2026-03-19,PICKUS,8480,daily
2026-03-19,AHOF,543000,daily
2026-03-19,CORTIS,3330000,daily
2026-03-19,B.D.U,34900,daily
2026-03-19,AEONIT,19600,daily
2026-03-19,XLOV,1010000,daily
2026-03-19,IDID,135000,daily
2026-03-20,fromis_9,1290000,daily
2026-03-20,BABYMONSTER,11400000,daily
2026-03-20,Billlie,750000,daily
2026-03-20,Weeekly,417000,daily
2026-03-20,Dreamcatcher,1780000,daily
2026-03-20,WOOAH,413000,daily
2026-03-20,Candy Shop,33300,daily
2026-03-20,MADEIN,192000,daily
2026-03-20,i-dle,9630000,daily
2026-03-20,ARTMS,1040000,daily
2026-03-20,KISS OF LIFE,2030000,daily
2026-03-20,IVE,4930000,daily
2026-03-20,CLASS:y,331000,daily
2026-03-20,Rocket Punch,200000,daily
2026-03-20,RESCENE,310000,daily
2026-03-20,Red Velvet,5550000,daily
2026-03-20,ITZY,9760000,daily
2026-03-20,Kep1er,2520000,daily
2026-03-20,tripleS,2920000,daily
2026-03-20,aespa,8250000,daily
2026-03-20,Tracer,3630,daily
2026-03-20,UNIS,828000,daily
2026-03-20,BLACKSWAN,903000,daily
2026-03-20,BADVILLAIN,172000,daily
2026-03-20,izna,1980000,daily
2026-03-20,ADYA,15600,daily
2026-03-20,OH MY GIRL,1050000,daily
2026-03-20,SMN,476000,daily
2026-03-20,PURPLE KISS,700000,daily
2026-03-20,ARTBEAT v,5000000,daily
2026-03-20,IRRIS,48700,daily
2026-03-20,QWER,1310000,daily
2026-03-20,CSR,135000,daily
2026-03-20,TRI.BE,645000,daily
2026-03-20,MEOVV,1150000,daily
2026-03-20,H1-KEY,426000,daily
2026-03-20,FIFTY FIFTY,2160000,daily
2026-03-20,BEWAVE,216000,daily
2026-03-20,NewJeans,8310000,daily
2026-03-20,STAYC,1830000,daily
2026-03-20,ICHILLIN',109000,daily
2026-03-20,VIVIZ,742000,daily
2026-03-20,ILLIT,3770000,daily
2026-03-20,LE SSERAFIM,7060000,daily
2026-03-20,NMIXX,4130000,daily
2026-03-20,BLACKPINK,100000000,daily
2026-03-20,YOUNG POSSE,350000,daily
2026-03-20,TWICE,19100000,daily
2026-03-20,ILY:1,167000,daily
2026-03-20,WJSN,320000,daily
2026-03-20,Baby DONT Cry,168000,daily
2026-03-20,ASTRO,5520000,daily
2026-03-20,ZEROBASEONE,2100000,daily
2026-03-20,SPIA,2180,daily
2026-03-20,Burvey,64300,daily
2026-03-20,BTS,82600000,daily
2026-03-20,Stray Kids,23300000,daily
2026-03-20,UDTT,107000,daily
2026-03-20,I:MOND,15800,daily
2026-03-20,LOVEONE,22500,daily
2026-03-20,NCT 127,5630000,daily
2026-03-20,PLAVE,1140000,daily
2026-03-20,MONSTA X,2600000,daily
2026-03-20,Xdinary Heroes,1210000,daily
2026-03-20,Loossemble,233000,daily
2026-03-20,SEVENTEEN,16800000,daily
2026-03-20,ablume,94200,daily
2026-03-20,UNICODE,1020,daily
2026-03-20,RIIZE,1980000,daily
2026-03-20,Ikon,8670000,daily
2026-03-20,TEMPEST,510000,daily
2026-03-20,ALLDAY PROJECT,1090000,daily
2026-03-20,AB6IX,503000,daily
2026-03-20,TWS,1740000,daily
2026-03-20,USPEER,30000,daily
2026-03-20,KiiiKiii,382000,daily
2026-03-20,CRAXY,238000,daily
2026-03-20,PRIMROSE,133000,daily
2026-03-20,HITGS,65000,daily
2026-03-20,BOYNEXTDOOR,2200000,daily
2026-03-20,NCT DREAM,7050000,daily
2026-03-20,SMORZ,138000,daily
2026-03-20,KIIRAS,143000,daily
2026-03-20,PENTAGON,1670000,daily
2026-03-20,THE BOYZ,2260000,daily
2026-03-20,VVS,64400,daily
2026-03-20,W!TCHX,8450,daily
2026-03-20,IRISÉ,89500,daily
2026-03-20,SECRET NUMBER,1600000,daily
2026-03-20,Geenius,40300,daily
2026-03-20,ENHYPEN,13500000,daily
2026-03-20,P1Harmony,1660000,daily
2026-03-20,ODD YOUTH,29000,daily
2026-03-20,TREASURE,7910000,daily
2026-03-20,SF9,997000,daily
2026-03-20,We;Na,26800,daily
2026-03-20,AtHeart,1400000,daily
2026-03-20,TXT,13300000,daily
2026-03-20,Hearts2Hearts,1890000,daily
2026-03-20,ifeye,277000,daily
2026-03-20,VANNER,99900,daily
2026-03-20,WHIB,647000,daily
2026-03-20,NOMAD,60600,daily
2026-03-20,8TURN,1270000,daily
2026-03-20,NEXZ,489000,daily
2026-03-20,ONEUS,1590000,daily
2026-03-20,DAY6,2280000,daily
2026-03-20,ALL(H)OURS,348000,daily
2026-03-20,XODIAC,710000,daily
2026-03-20,ATEEZ,4840000,daily
2026-03-20,"Golden Child, GNCD",379000,daily
2026-03-20,FANTASY BOYS,74600,daily
2026-03-20,WEi,696000,daily
2026-03-20,THE NEW SIX,807000,daily
2026-03-20,n.SSign,96500,daily
2026-03-20,SEVENUS,22600,daily
2026-03-20,The Wind,736000,daily
2026-03-20,NINE.i,238000,daily
2026-03-20,YOUNITE,123000,daily
2026-03-20,ATBO,180000,daily
2026-03-20,82MAJOR,526000,daily
2026-03-20,DRIPPIN,513000,daily
2026-03-20,EVNNE,649000,daily
2026-03-20,xikers,941000,daily
2026-03-20,NCHIVE,81800,daily
2026-03-20,AMPERS&ONE,318000,daily
2026-03-20,CIX,1010000,daily
2026-03-20,ARrC,413000,daily
2026-03-20,WAKER,78300,daily
2026-03-20,BAE173,251000,daily
2026-03-20,DKB,217000,daily
2026-03-20,EPEX,555000,daily
2026-03-20,DXMON,64100,daily
2026-03-20,TRENDZ,187000,daily
2026-03-20,The KingDom,381000,daily
2026-03-20,CRAVITY,870000,daily
2026-03-20,MIRAE,395000,daily
2026-03-20,OMEGA X,392000,daily
2026-03-20,MCND,377000,daily
2026-03-20,ONE PACT,154000,daily
2026-03-20,NOWZ,167000,daily
2026-03-20,TIOT,85000,daily
2026-03-20,NouerA,213000,daily
2026-03-20,ONF,277000,daily
2026-03-20,LUN8,942000,daily
2026-03-20,AIMERS,61300,daily
2026-03-20,POW,185000,daily
2026-03-20,BLITZERS,218000,daily
2026-03-20,KickFlip,629000,daily
2026-03-20,E'LAST,284000,daily
2026-03-20,WATERFIRE,5470,daily
2026-03-20,Dragon Pony,38200,daily
2026-03-20,XLOV,1010000,daily
2026-03-20,ASC2NT,94100,daily
2026-03-20,HAWW,53000,daily
2026-03-20,BE BOYS,11800,daily
2026-03-20,CLOSE YOUR EYES,690000,daily
2026-03-20,EASTSHINE,42600,daily
2026-03-20,AEONIT,19600,daily
2026-03-20,LNGSHOT,1160000,daily
2026-03-20,AHOF,543000,daily
2026-03-20,ALPHA DRIVE ONE,689000,daily
2026-03-20,AxMxP,314000,daily
2026-03-20,AM8IC,10800,daily
2026-03-20,NAZE,1830,daily
2026-03-20,YUHZ,17500,daily
2026-03-20,IDID,135000,daily
2026-03-20,B.D.U,34900,daily
2026-03-20,CORTIS,3340000,daily
2026-03-20,PICKUS,8480,daily
2026-03-20,NEWBEAT,89300,daily
2026-03-20,idntt,823000,daily
2026-03-20,DayChild,3700,daily
2026-03-20,ALLDAY PROJECT,1090000,daily
2026-03-30,OH MY GIRL,1050000,daily
2026-03-30,Red Velvet,5550000,daily
2026-03-30,BEWAVE,215000,daily
2026-03-30,QWER,1320000,daily
2026-03-30,Kep1er,2520000,daily
2026-03-30,ICHILLIN',110000,daily
2026-03-30,Tracer,3640,daily
2026-03-30,i-dle,9640000,daily
2026-03-30,TRI.BE,646000,daily
2026-03-30,UNIS,831000,daily
2026-03-30,KISS OF LIFE,2030000,daily
2026-03-30,H1-KEY,429000,daily
2026-03-30,fromis_9,1290000,daily
2026-03-30,ILLIT,3810000,daily
2026-03-30,VIVIZ,743000,daily
2026-03-30,PURPLE KISS,700000,daily
2026-03-30,Rocket Punch,200000,daily
2026-03-30,aespa,8260000,daily
2026-03-30,SMN,477000,daily
2026-03-30,Weeekly,417000,daily
2026-03-30,RESCENE,312000,daily
2026-03-30,ARTBEAT v,5000000,daily
2026-03-30,Dreamcatcher,1780000,daily
2026-03-30,izna,1980000,daily
2026-03-30,MADEIN,192000,daily
2026-03-30,WOOAH,413000,daily
2026-03-30,Billlie,751000,daily
2026-03-30,IVE,4960000,daily
2026-03-30,WJSN,320000,daily
2026-03-30,BLACKSWAN,903000,daily
2026-03-30,IRRIS,48600,daily
2026-03-30,BLACKPINK,100000000,daily
2026-03-30,FIFTY FIFTY,2160000,daily
2026-03-30,TWICE,19100000,daily
2026-03-30,tripleS,2920000,daily
2026-03-30,NewJeans,8320000,daily
2026-03-30,BABYMONSTER,11500000,daily
2026-03-30,NMIXX,4170000,daily
2026-03-30,STAYC,1830000,daily
2026-03-30,YOUNG POSSE,351000,daily
2026-03-30,CSR,136000,daily
2026-03-30,Candy Shop,34500,daily
2026-03-30,LE SSERAFIM,7080000,daily
2026-03-30,CLASS:y,331000,daily
2026-03-30,ITZY,9800000,daily
2026-03-30,MEOVV,1160000,daily
2026-03-30,ILY:1,167000,daily
2026-03-30,ADYA,15600,daily
2026-03-30,ARTMS,1040000,daily
2026-03-30,BADVILLAIN,172000,daily
2026-03-30,SF9,997000,daily
2026-03-30,Xdinary Heroes,1220000,daily
2026-03-30,CRAXY,238000,daily
2026-03-30,NCT 127,5640000,daily
2026-03-30,ifeye,278000,daily
2026-03-30,ODD YOUTH,31200,daily
2026-03-30,AtHeart,1490000,daily
2026-03-30,UNICODE,1020,daily
2026-03-30,TXT,13300000,daily
2026-03-30,HITGS,65300,daily
2026-03-30,KiiiKiii,397000,daily
2026-03-30,Loossemble,233000,daily
2026-03-30,ASTRO,5510000,daily
2026-03-30,P1Harmony,1680000,daily
2026-03-30,Ikon,8670000,daily
2026-03-30,SEVENTEEN,16900000,daily
2026-03-30,SMORZ,138000,daily
2026-03-30,TEMPEST,510000,daily
2026-03-30,Hearts2Hearts,2010000,daily
2026-03-30,SPIA,2240,daily
2026-03-30,ablume,94400,daily
2026-03-30,LOVEONE,23500,daily
2026-03-30,PLAVE,1140000,daily
2026-03-30,Baby DONT Cry,387000,daily
2026-03-30,TREASURE,7920000,daily
2026-03-30,TWS,1770000,daily
2026-03-30,I:MOND,15800,daily
2026-03-30,Stray Kids,23400000,daily
2026-03-30,MONSTA X,2600000,daily
2026-03-30,BTS,83300000,daily
2026-03-30,We;Na,27100,daily
2026-03-30,W!TCHX,8440,daily
2026-03-30,RIIZE,1990000,daily
2026-03-30,PENTAGON,1670000,daily
2026-03-30,AB6IX,504000,daily
2026-03-30,SECRET NUMBER,1600000,daily
2026-03-30,VVS,64800,daily
2026-03-30,NCT DREAM,7050000,daily
2026-03-30,ZEROBASEONE,2100000,daily
2026-03-30,USPEER,30400,daily
2026-03-30,UDTT,107000,daily
2026-03-30,KIIRAS,170000,daily
2026-03-30,ALLDAY PROJECT,1100000,daily
2026-03-30,BOYNEXTDOOR,2210000,daily
2026-03-30,PRIMROSE,133000,daily
2026-03-30,Geenius,40500,daily
2026-03-30,IRISÉ,91900,daily
2026-03-30,ENHYPEN,13500000,daily
2026-03-30,Burvey,64500,daily
2026-03-30,THE BOYZ,2260000,daily
2026-03-30,E'LAST,284000,daily
2026-03-30,WHIB,647000,daily
2026-03-30,POW,186000,daily
2026-03-30,The KingDom,381000,daily
2026-03-30,AIMERS,61300,daily
2026-03-30,DAY6,2290000,daily
2026-03-30,AMPERS&ONE,319000,daily
2026-03-30,xikers,969000,daily
2026-03-30,MCND,377000,daily
2026-03-30,BAE173,251000,daily
2026-03-30,NouerA,217000,daily
2026-03-30,BLITZERS,218000,daily
2026-03-30,ONF,277000,daily
2026-03-30,DRIPPIN,514000,daily
2026-03-30,The Wind,736000,daily
2026-03-30,TIOT,85600,daily
2026-03-30,"Golden Child, GNCD",379000,daily
2026-03-30,ONE PACT,155000,daily
2026-03-30,ATBO,180000,daily
2026-03-30,WEi,696000,daily
2026-03-30,TRENDZ,187000,daily
2026-03-30,THE NEW SIX,807000,daily
2026-03-30,ARrC,413000,daily
2026-03-30,YOUNITE,123000,daily
2026-03-30,NCHIVE,82000,daily
2026-03-30,ALL(H)OURS,351000,daily
2026-03-30,ATEEZ,4850000,daily
2026-03-30,LUN8,945000,daily
2026-03-30,NOMAD,60500,daily
2026-03-30,WAKER,78500,daily
2026-03-30,OMEGA X,393000,daily
2026-03-30,DXMON,64200,daily
2026-03-30,ONEUS,1590000,daily
2026-03-30,CIX,1010000,daily
2026-03-30,NOWZ,170000,daily
2026-03-30,KickFlip,634000,daily
2026-03-30,DKB,217000,daily
2026-03-30,VANNER,99900,daily
2026-03-30,EPEX,556000,daily
2026-03-30,FANTASY BOYS,74800,daily
2026-03-30,NEXZ,493000,daily
2026-03-30,8TURN,1270000,daily
2026-03-30,n.SSign,96600,daily
2026-03-30,82MAJOR,527000,daily
2026-03-30,MIRAE,395000,daily
2026-03-30,XODIAC,711000,daily
2026-03-30,EVNNE,649000,daily
2026-03-30,NINE.i,237000,daily
2026-03-30,CRAVITY,872000,daily
2026-03-30,SEVENUS,23000,daily
2026-03-30,ALPHA DRIVE ONE,696000,daily
2026-03-30,ASC2NT,94400,daily
2026-03-30,PICKUS,8470,daily
2026-03-30,AEONIT,19600,daily
2026-03-30,BE BOYS,11900,daily
2026-03-30,idntt,824000,daily
2026-03-30,EASTSHINE,42600,daily
2026-03-30,LNGSHOT,1230000,daily
2026-03-30,AM8IC,11000,daily
2026-03-30,WATERFIRE,5470,daily
2026-03-30,B.D.U,34900,daily
2026-03-30,NAZE,1870,daily
2026-03-30,ALLDAY PROJECT,1100000,daily
2026-03-30,CLOSE YOUR EYES,691000,daily
2026-03-30,AxMxP,314000,daily
2026-03-30,CORTIS,3440000,daily
2026-03-30,YUHZ,18000,daily
2026-03-30,AHOF,545000,daily
2026-03-30,DayChild,3700,daily
2026-03-30,HAWW,52900,daily
2026-03-30,XLOV,1020000,daily
2026-03-30,IDID,137000,daily
2026-03-30,Dragon Pony,38700,daily
2026-03-30,NEWBEAT,90100,daily
2026-03-31,Kep1er,2520000,daily
2026-03-31,Rocket Punch,200000,daily
2026-03-31,SMN,478000,daily
2026-03-31,fromis_9,1290000,daily
2026-03-31,NewJeans,8320000,daily
2026-03-31,NMIXX,4180000,daily
2026-03-31,RESCENE,313000,daily
2026-03-31,CSR,136000,daily
2026-03-31,Red Velvet,5550000,daily
2026-03-31,MEOVV,1160000,daily
2026-03-31,ITZY,9800000,daily
2026-03-31,ICHILLIN',110000,daily
2026-03-31,ARTMS,1040000,daily
2026-03-31,UNIS,831000,daily
2026-03-31,OH MY GIRL,1050000,daily
2026-03-31,i-dle,9640000,daily
2026-03-31,ADYA,15600,daily
2026-03-31,BLACKSWAN,903000,daily
2026-03-31,BEWAVE,215000,daily
2026-03-31,TRI.BE,646000,daily
2026-03-31,BADVILLAIN,172000,daily
2026-03-31,izna,1980000,daily
